#,category_id,name,name_si,name_ta,sku,description,short_description,price,cost,package,availability,image,status,is_featured,is_new,is_sale,slug,is_deal,old_price
458,139,Kinder Joy Milk Chocolate Boy 20G,Kinder Joy Milk Chocolate Boy 20G,Kinder Joy Milk Chocolate Boy 20G,Kinder Joy Milk Chocolate Boy 20G,NULL,NULL,150,142.5,458,1,/products-images/Grocery/Confectionery/Choc_Balls/KINDER_JOY_MILK_CHOCOLATE_BOY_20G.jpg,1,0,0,0,Kinder-Joy-Milk-Chocolate-Boy-20G.html,0,0
459,139,Kandos Chocolate Coated Choconut 90G,Kandos Chocolate Coated Choconut 90G,Kandos Chocolate Coated Choconut 90G,Kandos Chocolate Coated Choconut 90G,NULL,NULL,100,95,459,1,/products-images/Grocery/Confectionery/Choc_Balls/KANDOS_CHOCOLATE_COATED_CHOCONUT_90G.jpg,1,0,0,0,Kandos-Chocolate-Coated-Choconut-90G.html,0,0
460,139,Kandos Choconuts 50G,Kandos Choconuts 50G,Kandos Choconuts 50G,Kandos Choconuts 50G,NULL,NULL,50,47.5,460,1,/products-images/Grocery/Confectionery/Choc_Balls/KANDOS_CHOCONUTS_50G.jpg,1,0,0,0,Kandos-Choconuts-50G.html,0,0
461,139,Ritzbury Popit Choc Coated Crispy 20G,Ritzbury Popit Choc Coated Crispy 20G,Ritzbury Popit Choc Coated Crispy 20G,Ritzbury Popit Choc Coated Crispy 20G,NULL,NULL,30,28.5,461,1,/products-images/Grocery/Confectionery/Choc_Balls/RITZBURY_POPIT_CHOC_COATED_CRISPY_20G.jpg,1,0,0,0,Ritzbury-Popit-Choc-Coated-Crispy-20G.html,0,0
462,140,Mars Mini Fun Size 227G Pkt,Mars Mini Fun Size 227G Pkt,Mars Mini Fun Size 227G Pkt,Mars Mini Fun Size 227G Pkt,NULL,NULL,895,895,462,1,/products-images/Grocery/Confectionery/Choc_Bars/MARS_MINI_FUN_SIZE_227G_PKT.jpg,1,0,0,0,Mars-Mini-Fun-Size-227G-Pkt.html,0,0
463,140,Toblerone Chocolate Milk 100G,Toblerone Chocolate Milk 100G,Toblerone Chocolate Milk 100G,Toblerone Chocolate Milk 100G,NULL,NULL,600,600,463,1,/products-images/Grocery/Confectionery/Choc_Bars/TOBLERONE_CHOCOLATE_MILK_100G.jpg,1,0,0,0,Toblerone-Chocolate-Milk-100G.html,0,0
464,140,Toblerone Dark Chocolate 100G,Toblerone Dark Chocolate 100G,Toblerone Dark Chocolate 100G,Toblerone Dark Chocolate 100G,NULL,NULL,580,580,464,1,/products-images/Grocery/Confectionery/Choc_Bars/TOBLERONE_DARK_CHOCOLATE_100G.jpg,1,0,0,0,Toblerone-Dark-Chocolate-100G.html,0,0
465,140,Twix Chocolate 50G 4S Pack,Twix Chocolate 50G 4S Pack,Twix Chocolate 50G 4S Pack,Twix Chocolate 50G 4S Pack,NULL,NULL,480,480,465,1,/products-images/Grocery/Confectionery/Choc_Bars/TWIX_CHOCOLATE_50G_4S_PACK.jpg,1,0,0,0,Twix-Chocolate-50G-4S-Pack.html,0,0
466,140,Toblerone Chocolate White 50G,Toblerone Chocolate White 50G,Toblerone Chocolate White 50G,Toblerone Chocolate White 50G,NULL,NULL,375,375,466,1,/products-images/Grocery/Confectionery/Choc_Bars/TOBLERONE_CHOCOLATE_WHITE_50G.jpg,1,0,0,0,Toblerone-Chocolate-White-50G.html,0,0
467,140,Toblerone Chocolate Milk 50G,Toblerone Chocolate Milk 50G,Toblerone Chocolate Milk 50G,Toblerone Chocolate Milk 50G,NULL,NULL,360,360,467,1,/products-images/Grocery/Confectionery/Choc_Bars/TOBLERONE_CHOCOLATE_MILK_50G.jpg,1,0,0,0,Toblerone-Chocolate-Milk-50G.html,0,0
468,140,Bounty 57G,Bounty 57G,Bounty 57G,Bounty 57G,NULL,NULL,160,160,468,1,/products-images/Grocery/Confectionery/Choc_Bars/BOUNTY_57G.jpg,1,0,0,0,Bounty-57G.html,0,0
469,140,Twix Chocolate Twin 50G,Twix Chocolate Twin 50G,Twix Chocolate Twin 50G,Twix Chocolate Twin 50G,NULL,NULL,160,160,469,1,/products-images/Grocery/Confectionery/Choc_Bars/TWIX_CHOCOLATE_TWIN_50G.jpg,1,0,0,0,Twix-Chocolate-Twin-50G.html,0,0
470,140,Mars Bar Chocolate 51G,Mars Bar Chocolate 51G,Mars Bar Chocolate 51G,Mars Bar Chocolate 51G,NULL,NULL,150,150,470,1,/products-images/Grocery/Confectionery/Choc_Bars/MARS_BAR_CHOCOLATE_51G.jpg,1,0,0,0,Mars-Bar-Chocolate-51G.html,0,0
471,140,Snickers 50G,Snickers 50G,Snickers 50G,Snickers 50G,NULL,NULL,150,142.5,471,1,/products-images/Grocery/Confectionery/Choc_Bars/SNICKERS_50G.jpg,1,0,0,0,Snickers-50G.html,0,0
472,140,Ritzbury Revello Fantasy Choc Cashew 50G,Ritzbury Revello Fantasy Choc Cashew 50G,Ritzbury Revello Fantasy Choc Cashew 50G,Ritzbury Revello Fantasy Choc Cashew 50G,NULL,NULL,130,130,472,1,/products-images/Grocery/Confectionery/Choc_Bars/RITZBURY_REVELLO_FANTASY_CHOC_CASHEW_50G.jpg,1,0,0,0,Ritzbury-Revello-Fantasy-Choc-Cashew-50G.html,0,0
473,140,Kandos Bar Cashew Nut 45G,Kandos Bar Cashew Nut 45G,Kandos Bar Cashew Nut 45G,Kandos Bar Cashew Nut 45G,NULL,NULL,130,130,473,1,/products-images/Grocery/Confectionery/Choc_Bars/KANDOS_BAR_CASHEW_NUT_45G.jpg,1,0,0,0,Kandos-Bar-Cashew-Nut-45G.html,0,0
474,140,Kandos Chocolate Bar Caramel Cream 48G,Kandos Chocolate Bar Caramel Cream 48G,Kandos Chocolate Bar Caramel Cream 48G,Kandos Chocolate Bar Caramel Cream 48G,NULL,NULL,120,120,474,1,/products-images/Grocery/Confectionery/Choc_Bars/KANDOS_CHOCOLATE_BAR_CARAMEL_CREAM_48G.jpg,1,0,0,0,Kandos-Chocolate-Bar-Caramel-Cream-48G.html,0,0
475,140,Kandos Chocolate Mint Cream Bar 45G,Kandos Chocolate Mint Cream Bar 45G,Kandos Chocolate Mint Cream Bar 45G,Kandos Chocolate Mint Cream Bar 45G,NULL,NULL,120,120,475,1,/products-images/new-images/unknown.png,1,0,0,0,Kandos-Chocolate-Mint-Cream-Bar-45G.html,0,0
476,140,Kandos Bar Crcker Jack 45G,Kandos Bar Crcker Jack 45G,Kandos Bar Crcker Jack 45G,Kandos Bar Crcker Jack 45G,NULL,NULL,120,120,476,1,/products-images/Grocery/Confectionery/Choc_Bars/KANDOS_BAR_CRCKER_JACK_45G.jpg,1,0,0,0,Kandos-Bar-Crcker-Jack-45G.html,0,0
477,140,Ritzbury Revello Fantasy Milk 50G,Ritzbury Revello Fantasy Milk 50G,Ritzbury Revello Fantasy Milk 50G,Ritzbury Revello Fantasy Milk 50G,NULL,NULL,110,104.5,477,1,/products-images/Grocery/Confectionery/Choc_Bars/RITZBURY_REVELLO_FANTASY_MILK_50G.jpg,1,0,0,0,Ritzbury-Revello-Fantasy-Milk-50G.html,0,0
478,140,Ritzbury Revello Fantasy Choc Peanut 50G,Ritzbury Revello Fantasy Choc Peanut 50G,Ritzbury Revello Fantasy Choc Peanut 50G,Ritzbury Revello Fantasy Choc Peanut 50G,NULL,NULL,110,104.5,478,1,/products-images/Grocery/Confectionery/Choc_Bars/RITZBURY_REVELLO_FANTASY_CHOC_PEANUT_50G.jpg,1,0,0,0,Ritzbury-Revello-Fantasy-Choc-Peanut-50G.html,0,0
479,140,Kandos Bar Milk 45G,Kandos Bar Milk 45G,Kandos Bar Milk 45G,Kandos Bar Milk 45G,NULL,NULL,100,95,479,1,/products-images/Grocery/Confectionery/Choc_Bars/KANDOS_BAR_MILK_45G.jpg,1,0,0,0,Kandos-Bar-Milk-45G.html,0,0
480,140,Snickers Chocolate 32G,Snickers Chocolate 32G,Snickers Chocolate 32G,Snickers Chocolate 32G,NULL,NULL,95,90.25,480,1,/products-images/Grocery/Confectionery/Choc_Bars/SNICKERS_CHOCOLATE_32G.jpg,1,0,0,0,Snickers-Chocolate-32G.html,0,0
481,140,Mars Bar Chocolate 33G,Mars Bar Chocolate 33G,Mars Bar Chocolate 33G,Mars Bar Chocolate 33G,NULL,NULL,95,90.25,481,1,/products-images/Grocery/Confectionery/Choc_Bars/MARS_BAR_CHOCOLATE_33G.jpg,1,0,0,0,Mars-Bar-Chocolate-33G.html,0,0
482,140,,NULL,NULL,,NULL,NULL,30,30,482,1,/products-images/new-images/unknown.png,1,0,0,0,.html,0,0
483,140,Kandos Two In One Chocolate Coffee 25G,Kandos Two In One Chocolate Coffee 25G,Kandos Two In One Chocolate Coffee 25G,Kandos Two In One Chocolate Coffee 25G,NULL,NULL,30,30,483,1,/products-images/Grocery/Confectionery/Choc_Bars/KANDOS_TWO_IN_ONE_CHOCOLATE_COFFEE_25G.jpg,1,0,0,0,Kandos-Two-In-One-Chocolate-Coffee-25G.html,0,0
484,140,Ritzbury Chocolate Tropica 26G,Ritzbury Chocolate Tropica 26G,Ritzbury Chocolate Tropica 26G,Ritzbury Chocolate Tropica 26G,NULL,NULL,30,30,484,1,/products-images/Grocery/Confectionery/Choc_Bars/RITZBURY_CHOCOLATE_TROPICA_26G.jpg,1,0,0,0,Ritzbury-Chocolate-Tropica-26G.html,0,0
485,140,Ritzbury Chocolate Champ 26G,Ritzbury Chocolate Champ 26G,Ritzbury Chocolate Champ 26G,Ritzbury Chocolate Champ 26G,NULL,NULL,30,28.5,485,1,/products-images/Grocery/Confectionery/Choc_Bars/RITZBURY_CHOCOLATE_CHAMP_26G.jpg,1,0,0,0,Ritzbury-Chocolate-Champ-26G.html,0,0
486,140,Ritzbury Chocolate Tropica 13G,Ritzbury Chocolate Tropica 13G,Ritzbury Chocolate Tropica 13G,Ritzbury Chocolate Tropica 13G,NULL,NULL,15,15,486,1,/products-images/Grocery/Confectionery/Choc_Bars/RITZBURY_CHOCOLATE_TROPICA_13G.jpg,1,0,0,0,Ritzbury-Chocolate-Tropica-13G.html,0,0
487,140,Ritzbury Chit Chat 6G,Ritzbury Chit Chat 6G,Ritzbury Chit Chat 6G,Ritzbury Chit Chat 6G,NULL,NULL,5,5,487,1,/products-images/new-images/unknown.png,1,0,0,0,Ritzbury-Chit-Chat-6G.html,0,0
488,141,Lindt Lindor Hazelnut 100G,Lindt Lindor Hazelnut 100G,Lindt Lindor Hazelnut 100G,Lindt Lindor Hazelnut 100G,NULL,NULL,650,650,488,1,/products-images/Grocery/Confectionery/Choc_Slabs/LINDT_LINDOR_HAZELNUT_100G.jpg,1,0,0,0,Lindt-Lindor-Hazelnut-100G.html,0,0
489,141,Lindt Tab Milk Chocolate 100G,Lindt Tab Milk Chocolate 100G,Lindt Tab Milk Chocolate 100G,Lindt Tab Milk Chocolate 100G,NULL,NULL,590,590,489,1,/products-images/Grocery/Confectionery/Choc_Slabs/LINDT_TAB_MILK_CHOCOLATE_100G.jpg,1,0,0,0,Lindt-Tab-Milk-Chocolate-100G.html,0,0
490,141,Kandos Large Cashewnut Choco 160G,Kandos Large Cashewnut Choco 160G,Kandos Large Cashewnut Choco 160G,Kandos Large Cashewnut Choco 160G,NULL,NULL,390,390,490,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_LARGE_CASHEWNUT_CHOCO_160G.jpg,1,0,0,0,Kandos-Large-Cashewnut-Choco-160G.html,0,0
491,141,Kandos Super Blend Milk Choco 160G,Kandos Super Blend Milk Choco 160G,Kandos Super Blend Milk Choco 160G,Kandos Super Blend Milk Choco 160G,NULL,NULL,350,332.5,491,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_SUPER_BLEND_MILK_CHOCO_160G.jpg,1,0,0,0,Kandos-Super-Blend-Milk-Choco-160G.html,0,0
492,141,Edna Chocolate Dark 100G,Edna Chocolate Dark 100G,Edna Chocolate Dark 100G,Edna Chocolate Dark 100G,NULL,NULL,300,300,492,1,/products-images/Grocery/Confectionery/Choc_Slabs/EDNA_CHOCOLATE_DARK_100G.jpg,1,0,0,0,Edna-Chocolate-Dark-100G.html,0,0
493,141,Kandos Large Cashewnut Choco 100G,Kandos Large Cashewnut Choco 100G,Kandos Large Cashewnut Choco 100G,Kandos Large Cashewnut Choco 100G,NULL,NULL,270,270,493,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_LARGE_CASHEWNUT_CHOCO_100G.jpg,1,0,0,0,Kandos-Large-Cashewnut-Choco-100G.html,0,0
494,141,Ritzbury Revello Fruit Nut 100G,Ritzbury Revello Fruit Nut 100G,Ritzbury Revello Fruit Nut 100G,Ritzbury Revello Fruit Nut 100G,NULL,NULL,260,247,494,1,/products-images/Grocery/Confectionery/Choc_Slabs/RITZBURY_REVELLO_FRUIT_NUT_100G.jpg,1,0,0,0,Ritzbury-Revello-Fruit-Nut-100G.html,0,0
495,141,Nestle Kit Kat Chocolate 41G,Nestle Kit Kat Chocolate 41G,Nestle Kit Kat Chocolate 41G,Nestle Kit Kat Chocolate 41G,NULL,NULL,220,220,495,1,/products-images/Grocery/Confectionery/Choc_Slabs/NESTLE_KIT_KAT_CHOCOLATE_41G.jpg,1,0,0,0,Nestle-Kit-Kat-Chocolate-41G.html,0,0
496,141,Kandos Super Blend Milk Choco 90G,Kandos Super Blend Milk Choco 90G,Kandos Super Blend Milk Choco 90G,Kandos Super Blend Milk Choco 90G,NULL,NULL,220,220,496,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_SUPER_BLEND_MILK_CHOCO_90G.jpg,1,0,0,0,Kandos-Super-Blend-Milk-Choco-90G.html,0,0
497,141,Galaxy Choco Fruit Nut 40G,Galaxy Choco Fruit Nut 40G,Galaxy Choco Fruit Nut 40G,Galaxy Choco Fruit Nut 40G,NULL,NULL,210,210,497,1,/products-images/Grocery/Confectionery/Choc_Slabs/GALAXY_CHOCO_FRUIT_NUT_40G.jpg,1,0,0,0,Galaxy-Choco-Fruit-Nut-40G.html,0,0
498,141,Kandos Cocoa Dark Chocolate 45G,Kandos Cocoa Dark Chocolate 45G,Kandos Cocoa Dark Chocolate 45G,Kandos Cocoa Dark Chocolate 45G,NULL,NULL,150,150,498,1,/products-images/new-images/unknown.png,1,0,0,0,Kandos-Cocoa-Dark-Chocolate-45G.html,0,0
499,141,Ritzbury Revello Chocolate Cashew 50G,Ritzbury Revello Chocolate Cashew 50G,Ritzbury Revello Chocolate Cashew 50G,Ritzbury Revello Chocolate Cashew 50G,NULL,NULL,130,123.5,499,1,/products-images/Grocery/Confectionery/Choc_Slabs/RITZBURY_REVELLO_CHOCOLATE_CASHEW_50G.jpg,1,0,0,0,Ritzbury-Revello-Chocolate-Cashew-50G.html,0,0
500,141,Nestle Kit Kat Chocolate 20G,Nestle Kit Kat Chocolate 20G,Nestle Kit Kat Chocolate 20G,Nestle Kit Kat Chocolate 20G,NULL,NULL,120,120,500,1,/products-images/Grocery/Confectionery/Choc_Slabs/NESTLE_KIT_KAT_CHOCOLATE_20G.jpg,1,0,0,0,Nestle-Kit-Kat-Chocolate-20G.html,0,0
501,141,Kandos Cashewnut Chocolate 45G,Kandos Cashewnut Chocolate 45G,Kandos Cashewnut Chocolate 45G,Kandos Cashewnut Chocolate 45G,NULL,NULL,120,120,501,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_CASHEWNUT_CHOCOLATE_45G.jpg,1,0,0,0,Kandos-Cashewnut-Chocolate-45G.html,0,0
502,141,Edna Chocolate Cashew Nut Bar 50G,Edna Chocolate Cashew Nut Bar 50G,Edna Chocolate Cashew Nut Bar 50G,Edna Chocolate Cashew Nut Bar 50G,NULL,NULL,120,120,502,1,/products-images/Grocery/Confectionery/Choc_Slabs/EDNA_CHOCOLATE_CASHEW_NUT_BAR_50G.jpg,1,0,0,0,Edna-Chocolate-Cashew-Nut-Bar-50G.html,0,0
503,141,Ritzbury Revello Chocolate Milk 50G,Ritzbury Revello Chocolate Milk 50G,Ritzbury Revello Chocolate Milk 50G,Ritzbury Revello Chocolate Milk 50G,NULL,NULL,110,110,503,1,/products-images/Grocery/Confectionery/Choc_Slabs/RITZBURY_REVELLO_CHOCOLATE_MILK_50G.jpg,1,0,0,0,Ritzbury-Revello-Chocolate-Milk-50G.html,0,0
504,141,Kandos Chocolate Super Blend Creamy 45G,Kandos Chocolate Super Blend Creamy 45G,Kandos Chocolate Super Blend Creamy 45G,Kandos Chocolate Super Blend Creamy 45G,NULL,NULL,100,100,504,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_CHOCOLATE_SUPER_BLEND_CREAMY_45G.jpg,1,0,0,0,Kandos-Chocolate-Super-Blend-Creamy-45G.html,0,0
505,141,Kandos Std Nut Milk Chococolate 30G,Kandos Std Nut Milk Chococolate 30G,Kandos Std Nut Milk Chococolate 30G,Kandos Std Nut Milk Chococolate 30G,NULL,NULL,30,30,505,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_STD_NUT_MILK_CHOCOCOLATE_30G.jpg,1,0,0,0,Kandos-Std-Nut-Milk-Chococolate-30G.html,0,0
506,141,Kandos Std Milk Chococolate 27G,Kandos Std Milk Chococolate 27G,Kandos Std Milk Chococolate 27G,Kandos Std Milk Chococolate 27G,NULL,NULL,30,30,506,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_STD_MILK_CHOCOCOLATE_27G.jpg,1,0,0,0,Kandos-Std-Milk-Chococolate-27G.html,0,0
507,141,Kandos Choco Sweet Treat Sberry 14G,Kandos Choco Sweet Treat Sberry 14G,Kandos Choco Sweet Treat Sberry 14G,Kandos Choco Sweet Treat Sberry 14G,NULL,NULL,20,20,507,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_CHOCO_SWEET_TREAT_SBERRY_14G.jpg,1,0,0,0,Kandos-Choco-Sweet-Treat-Sberry-14G.html,0,0
508,141,Kandos Chocolate Sweet Treat Orange 20G,Kandos Chocolate Sweet Treat Orange 20G,Kandos Chocolate Sweet Treat Orange 20G,Kandos Chocolate Sweet Treat Orange 20G,NULL,NULL,20,20,508,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_CHOCOLATE_SWEET_TREAT_ORANGE_20G.jpg,1,0,0,0,Kandos-Chocolate-Sweet-Treat-Orange-20G.html,0,0
509,141,Kandos Chocolate Sweet Treat Apple 20G,Kandos Chocolate Sweet Treat Apple 20G,Kandos Chocolate Sweet Treat Apple 20G,Kandos Chocolate Sweet Treat Apple 20G,NULL,NULL,20,20,509,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_CHOCOLATE_SWEET_TREAT_APPLE_20G.jpg,1,0,0,0,Kandos-Chocolate-Sweet-Treat-Apple-20G.html,0,0
510,141,Kandos Super 10 Milk Chocolate 12G,Kandos Super 10 Milk Chocolate 12G,Kandos Super 10 Milk Chocolate 12G,Kandos Super 10 Milk Chocolate 12G,NULL,NULL,10,9.5,510,1,/products-images/Grocery/Confectionery/Choc_Slabs/KANDOS_SUPER_10_MILK_CHOCOLATE_12G.jpg,1,0,0,0,Kandos-Super-10-Milk-Chocolate-12G.html,0,0
511,142,Bounty Chocolate Joy Pack,Bounty Chocolate Joy Pack,Bounty Chocolate Joy Pack,Bounty Chocolate Joy Pack,NULL,NULL,480,480,511,1,/products-images/Grocery/Confectionery/Imported/BOUNTY_CHOCOLATE_JOY_PACK.jpg,1,0,0,0,Bounty-Chocolate-Joy-Pack.html,0,0
512,142,Mars Chocolate Delight Pack,Mars Chocolate Delight Pack,Mars Chocolate Delight Pack,Mars Chocolate Delight Pack,NULL,NULL,450,450,512,1,/products-images/Grocery/Confectionery/Imported/MARS_CHOCOLATE_DELIGHT_PACK.jpg,1,0,0,0,Mars-Chocolate-Delight-Pack.html,0,0
513,142,Happy Dent Chewing Gum Mint White 10G,Happy Dent Chewing Gum Mint White 10G,Happy Dent Chewing Gum Mint White 10G,Happy Dent Chewing Gum Mint White 10G,NULL,NULL,29,29,513,1,/products-images/Grocery/Confectionery/Imported/HAPPY_DENT_CHEWING_GUM_MINT_WHITE_10G.jpg,1,0,0,0,Happy-Dent-Chewing-Gum-Mint-White-10G.html,0,0
514,143,Kandos Super Large Milk Choco 160G,Kandos Super Large Milk Choco 160G,Kandos Super Large Milk Choco 160G,Kandos Super Large Milk Choco 160G,NULL,NULL,340,340,514,1,/products-images/Grocery/Confectionery/Local/KANDOS_SUPER_LARGE_MILK_CHOCO_160G.jpg,1,0,0,0,Kandos-Super-Large-Milk-Choco-160G.html,0,0
515,143,Ritzbury Revello Cashew Choc 100G,Ritzbury Revello Cashew Choc 100G,Ritzbury Revello Cashew Choc 100G,Ritzbury Revello Cashew Choc 100G,NULL,NULL,270,270,515,1,/products-images/Grocery/Confectionery/Local/RITZBURY_REVELLO_CASHEW_CHOC_100G.jpg,1,0,0,0,Ritzbury-Revello-Cashew-Choc-100G.html,0,0
516,143,Ritzbury Revello Crispies Choc 100G,Ritzbury Revello Crispies Choc 100G,Ritzbury Revello Crispies Choc 100G,Ritzbury Revello Crispies Choc 100G,NULL,NULL,230,230,516,1,/products-images/Grocery/Confectionery/Local/RITZBURY_REVELLO_CRISPIES_CHOC_100G.jpg,1,0,0,0,Ritzbury-Revello-Crispies-Choc-100G.html,0,0
517,143,Ritzbury Revello Milk Chocoalte 100G,Ritzbury Revello Milk Chocoalte 100G,Ritzbury Revello Milk Chocoalte 100G,Ritzbury Revello Milk Chocoalte 100G,NULL,NULL,230,230,517,1,/products-images/Grocery/Confectionery/Local/RITZBURY_REVELLO_MILK_CHOCOALTE_100G.jpg,1,0,0,0,Ritzbury-Revello-Milk-Chocoalte-100G.html,0,0
518,143,Kandos Chocolate Lite 45G,Kandos Chocolate Lite 45G,Kandos Chocolate Lite 45G,Kandos Chocolate Lite 45G,NULL,NULL,200,200,518,1,/products-images/Grocery/Confectionery/Local/KANDOS_CHOCOLATE_LITE_45G.jpg,1,0,0,0,Kandos-Chocolate-Lite-45G.html,0,0
519,147,Alli Papadam Amami 200G,Alli Papadam Amami 200G,Alli Papadam Amami 200G,Alli Papadam Amami 200G,NULL,NULL,195,195,519,1,/products-images/Grocery/Convenient_Food/Pappadam/ALLI_PAPADAM_AMAMI_200G.jpg,1,0,0,0,Alli-Papadam-Amami-200G.html,0,0
520,147,Alli Papadam 60G,Alli Papadam 60G,Alli Papadam 60G,Alli Papadam 60G,NULL,NULL,68,68,520,1,/products-images/Grocery/Convenient_Food/Pappadam/ALLI_PAPADAM_60G.jpg,1,0,0,0,Alli-Papadam-60G.html,0,0
521,147,Harischandra Papadam 70G,Harischandra Papadam 70G,Harischandra Papadam 70G,Harischandra Papadam 70G,NULL,NULL,60,60,521,1,/products-images/Grocery/Convenient_Food/Pappadam/HARISCHANDRA_PAPADAM_70G.jpg,1,0,0,0,Harischandra-Papadam-70G.html,0,0
522,147,Harischandra Rice Papadam 70G,Harischandra Rice Papadam 70G,Harischandra Rice Papadam 70G,Harischandra Rice Papadam 70G,NULL,NULL,60,60,522,1,/products-images/Grocery/Convenient_Food/Pappadam/HARISCHANDRA_RICE_PAPADAM_70G.jpg,1,0,0,0,Harischandra-Rice-Papadam-70G.html,0,0
523,147,Harischandra Masala Pappadam 70G,Harischandra Masala Pappadam 70G,Harischandra Masala Pappadam 70G,Harischandra Masala Pappadam 70G,NULL,NULL,60,60,523,1,/products-images/Grocery/Convenient_Food/Pappadam/HARISCHANDRA_MASALA_PAPPADAM_70G.jpg,1,0,0,0,Harischandra-Masala-Pappadam-70G.html,0,0
524,147,Alli Papadam Special 60G,Alli Papadam Special 60G,Alli Papadam Special 60G,Alli Papadam Special 60G,NULL,NULL,59,56.05,524,1,/products-images/Grocery/Convenient_Food/Pappadam/ALLI_PAPADAM_SPECIAL_60G.jpg,1,0,0,0,Alli-Papadam-Special-60G.html,0,0
525,149,Motha Cocoa Powder 100G,Motha Cocoa Powder 100G,Motha Cocoa Powder 100G,Motha Cocoa Powder 100G,NULL,NULL,260,247,525,1,/products-images/Grocery/Dessert_Ingredients/Cocoa_Powder/MOTHA_COCOA_POWDER_100G.jpg,1,0,0,0,Motha-Cocoa-Powder-100G.html,0,0
526,149,Motha Cocoa Powder 50G,Motha Cocoa Powder 50G,Motha Cocoa Powder 50G,Motha Cocoa Powder 50G,NULL,NULL,135,128.25,526,1,/products-images/Grocery/Dessert_Ingredients/Cocoa_Powder/MOTHA_COCOA_POWDER_50G.jpg,1,0,0,0,Motha-Cocoa-Powder-50G.html,0,0
527,150,Motha Colouring Green 28Ml,Motha Colouring Green 28Ml,Motha Colouring Green 28Ml,Motha Colouring Green 28Ml,NULL,NULL,90,61.75,527,1,/products-images/Grocery/Dessert_Ingredients/Colouring/MOTHA_COLOURING_GREEN_28ML.jpg,1,0,0,0,Motha-Colouring-Green-28Ml.html,0,0
528,150,Motha Colouring Pink 28Ml,Motha Colouring Pink 28Ml,Motha Colouring Pink 28Ml,Motha Colouring Pink 28Ml,NULL,NULL,90,61.75,528,1,/products-images/Grocery/Dessert_Ingredients/Colouring/MOTHA_COLOURING_PINK_28ML.jpg,1,0,0,0,Motha-Colouring-Pink-28Ml.html,0,0
529,150,Motha Colouring Red 28Ml,Motha Colouring Red 28Ml,Motha Colouring Red 28Ml,Motha Colouring Red 28Ml,NULL,NULL,90,61.75,529,1,/products-images/Grocery/Dessert_Ingredients/Colouring/MOTHA_COLOURING_RED_28ML.jpg,1,0,0,0,Motha-Colouring-Red-28Ml.html,0,0
530,151,Ritzbury Cooking Chocolate Milk 400G,Ritzbury Cooking Chocolate Milk 400G,Ritzbury Cooking Chocolate Milk 400G,Ritzbury Cooking Chocolate Milk 400G,NULL,NULL,350,332.5,530,1,/products-images/Grocery/Dessert_Ingredients/Cooking_Chocolate/RITZBURY_COOKING_CHOCOLATE_MILK_400G.jpg,1,0,0,0,Ritzbury-Cooking-Chocolate-Milk-400G.html,0,0
531,151,Ritzbury Cooking Chocolate Dark 400G,Ritzbury Cooking Chocolate Dark 400G,Ritzbury Cooking Chocolate Dark 400G,Ritzbury Cooking Chocolate Dark 400G,NULL,NULL,350,332.5,531,1,/products-images/Grocery/Dessert_Ingredients/Cooking_Chocolate/RITZBURY_COOKING_CHOCOLATE_DARK_400G.jpg,1,0,0,0,Ritzbury-Cooking-Chocolate-Dark-400G.html,0,0
532,152,Nestle Milk Maid 510G,Nestle Milk Maid 510G,Nestle Milk Maid 510G,Nestle Milk Maid 510G,NULL,NULL,285,270.75,532,1,/products-images/Grocery/Dessert_Ingredients/Condensed_Milk/NESTLE_MILK_MAID_510G.jpg,1,0,0,0,Nestle-Milk-Maid-510G.html,0,0
533,152,Nestle Milkmaid Ice Coffee Mix 390G,Nestle Milkmaid Ice Coffee Mix 390G,Nestle Milkmaid Ice Coffee Mix 390G,Nestle Milkmaid Ice Coffee Mix 390G,NULL,NULL,258,258,533,1,/products-images/Grocery/Dessert_Ingredients/Condensed_Milk/NESTLE_MILKMAID_ICE_COFFEE_MIX_390G.jpg,1,0,0,0,Nestle-Milkmaid-Ice-Coffee-Mix-390G.html,0,0
534,152,Nestle Milk Maid 390G,Nestle Milk Maid 390G,Nestle Milk Maid 390G,Nestle Milk Maid 390G,NULL,NULL,215,204.25,534,1,/products-images/Grocery/Dessert_Ingredients/Condensed_Milk/NESTLE_MILK_MAID_390G.jpg,1,0,0,0,Nestle-Milk-Maid-390G.html,0,0
535,153,Motha Corn Flour 200G,Motha Corn Flour 200G,Motha Corn Flour 200G,Motha Corn Flour 200G,NULL,NULL,135,128.25,535,1,/products-images/Grocery/Dessert_Ingredients/Corn_Flour/MOTHA_CORN_FLOUR_200G.jpg,1,0,0,0,Motha-Corn-Flour-200G.html,0,0
